,School Name,School Address,School Phone,affiliation
2240,Bharatiya Vidya Bhavans Narayan Bandekar School,"Housing Board Colony, Upasnagar, Zuarinagar, ...","01250 0832 2528233 , 117066",CSEB
2241,Jawahar Navodaya Vidyalaya,Canacona...,"0834 643304 , 644181 643601",CSEB
2242,Kendriya Vidyalaya,Ponda...,"0834 312924 , 0532-2580427",CSEB
2243,Kendriya Vidyalaya No.1,Mangoor Hills Vasco-Da-Gama...,"0832 2512776 , 2531592",CSEB
2244,Kendriya Vidyalaya No.2,"Airport Road, Shanti Nagar Vasco-Da-Gama...","0832 2531060 , 0832-2530332",CSEB
2245,Litera Primary Zee School,"Behind Bits Pilani, NH-17 Bypass, Zuarinagar,...",917798181133,CSEB
2246,Navy Children School,Airport Road Nofra-I Dabolim...,"0832 2541048, , 513950 9823064003",CSEB
2247,The King's School,"854, Mugalli Sao Jose De Areal, Margao, Salce...",0832 2860273,CSEB
2248,Vidya Vikas Academy,"Vvm Campus, G. R. Kare Road, Tansor-Comba...",0832-2706794,CSEB
2249,Aditya Birla Public School,Kovayata Rajula Kovaya...,"02794 283042 , 02794283042",CSEB
2250,Calorx Public School,"Meera Nagar, Bherai Road, Rajula...",919909102020,CSEB
2251,Jawahar Navodaya Vidayalaya,Kodinar...,04575 22756,CSEB
2252,Jawahar Navodaya Vidyalaya,"Mota Bhandariya, P.O.Babapur...",02792 277100,CSEB
2253,"Jawahar Navodaya Vidyalaya, Dhansura","Shaktinagar,  At. Po. Ta. Dhansura...","02774 - 222208, 224508",CSEB
2254,Anandalaya,"N. D. D. Board Campus, Anand Kheda...","02692 261069 , 20401 02692-262300, 262200",CSEB
2255,Hanifa School,"Borsad-Dhuvaran Road, Zharola P.O, 
Kasari, ...","+91-2696-228787, 228788",CSEB
2256,Jawahar Navodaya Vidyalaya,Bhadran...,"02696 290010 , 83628",CSEB
2257,Kendriya Vidyalaya,S. P. University Colony Vallabh Vidyanagar...,"0281 30111 , 87483",CSEB
2258,P.chandra International School,Borsad-Dabhasi Road...,02696320068,CSEB
2259,Shri I B Patel Angel School,Borsad Jitudiya Road...,"02692 260277 , 263762",CSEB
2260,Sri Sri Ravishankar Vidya Mandir,"100 Feet Road, Near Indira Gandhi Marg...",02692-268078,CSEB
2261,SSP International School,"At-P. O. : Navli, Ta & Di :...",02692283845,CSEB
2262,Swaminarayan Vidyapith,Near Pramukh Swami Medical Collegesojitra Roa...,"02692 223002 , 280525",CSEB
2263,Vasantiben and Chandubhai Patel English School,"Near Manish Creation, B/h. I. B. Patel Englis...","0145 02692233325 , 25113240",CSEB
2264,"Vatsalya International School, Borsad","Near Anand Chowkdi, Dharmaj Road, Borsad ...",02696 224217/223217,CSEB
2265,"Vatsalya International School, Khambat","Katakpur, Nagra Road, Khambat...",+91-2698-223217,CSEB
2266,Vrajbhoomi International School,Near Bal Amul N. H. #8 Mogar...,"02692 650530,651731 , 09879618704",CSEB
2267,Zen School,"IInd, Milestone, Vidyanagar, Vadtal Road...","02692-645575 , 09979137684",CSEB
2268,Jawahar Navodaya Vidyalaya,P. O. Sardar Krushi Nagar Ta Dantiwada...,"079 3211049 , 02842-286300",CSEB
2269,Kendriya Vidyalaya,B. S. F Dantiwada...,"223 , 383563",CSEB
2270,Hanumant High School,"Talgarjarda, Mahauva, Ganpati Temple Mahuvaby...","02844 246170, 80",CSEB
2271,Jawahar Navodaya Vidyalaya,Trapaj District Tgujrat...,"02842 286300 , 02842-286300",CSEB
2272,Kendriya Vidyalaya,Railway Colonypara...,"0891 558038 , 5709",CSEB
2273,M. L. Kakadia National School,"Sardar Patel Educational Institute, Kalvibid...",0278 2562828,CSEB
2274,Naimisharanya School,"C/o : Shree Swaminarayan Gurukul, Sardarnagar...",0278-3200154,CSEB
2275,Podar International School,"Vertej-Sitra Road, Vertej...",02786541489,CSEB
2276,Silver Bells Public School,"Shantinagar, Kalvibid...","01662 0278-2565787 , 7141",CSEB
2277,Jamali English School,"Opposite Blind School, Chhapri, Dohad...",02673252652,CSEB
2278,Kendriya Vidyalaya,"Parsi Colony, Freelandganj...",02673 241533,CSEB
2279,St. Mary's School,"Godi Road, Dahod, Gujarat - 389151...","+91-2673-254211, +91-2673-245350/245353",CSEB
2280,Jawahar Navodaya Vidyalaya,"Saputara, Behind Rutmbhara Vidyalaya, At & P....",02631 237280,CSEB
2281,Aadharshila School,"Near Panchwar Mahadev, Ahmedabad-Himmatnagar ...","0466 07923277488 , 04662276869",CSEB
2282,Ahmedabad Public School International,"Near Airpt, Opposite Mother Dairy, On River B...",08963 07923969316,CSEB
2283,Bright International School,"Karai Gam Road, Sardar Patel Ring Road, At. P...",07922808057,CSEB
2284,Chaitanya School,"181, Village Lekawada...",08141119514,CSEB
2285,Delhi Public School,Ambapur Koba Adalaj Link Road Near Koba Circl...,"0130 0124-2015770-1-2 , 2423753",CSEB
2286,Delhi Public School,Kutch Bhuj Gandhidham...,02629 261529,CSEB
2287,Divine Child International School,"Sabarmati-Adalaj Road, Beside Narmada Canal, ...","01765 079-23970091, 23970092 , 260367",CSEB
2288,Hill Woods School,Sec 25 Gandhi Nagar...,"0281 3243301 , 09904103573",CSEB
2289,Jawahar Navodaya Vidyalaya,Gandhi Nagar P. O. Sametri Near Rakhiyal Ta D...,"079 3211049 , 02842-286300",CSEB
2290,Kameshwar International School,"Beside Ved International School, Opposite Dlf...",09979414333,CSEB
2291,Kendriya Vidyalaya,Air Fce Station Wadsar Teh Kalol Gandhi Nagar...,"383563 , 260 383563",CSEB
2292,Kendriya Vidyalaya,Crpf Group Centre Gandhi Nagar...,079 23201363,CSEB
2293,Kendriya Vidyalaya No 1,Sect 30 Gandhi Nagar...,"06182 21211 , 479",CSEB
2294,Kendriya Vidyalaya No 3,Gandhi Nagar Cantt P. O. C. R. P. F. Gandhi N...,"03780 21366 , 592500",CSEB
2295,Mahapragya Vidya Niketan,Koba Patia Gandhi Nagar Gurjrat...,"01765 261367 , 260367",CSEB
2296,New Era Academy,"Chinmay Pharmacy Campus, Gozariya Road, Oppos...",02763269366,CSEB
2297,OM Landmark School,"Motachiloda, Chiloda, Gandhinagar, Gujarat - ...","02876 079-23273426 , 243569",CSEB
2298,Pinnacle Public School,"105/a, Limbadia, N. H. 8, Narmada Canal...",09687639951,CSEB
2299,Puna International School,"Shree Swaminarayan Gurukul, At & P. O. Zundal...",07923971452,CSEB
2300,Shree Swaminarayan Public School,Sector 23 Gandhi Nagar...,"079 23221616 , 23222727",CSEB
2301,Jawahar Navodaya Vidyalaya,"Bashettihalli.A., Doddabalapur,
Bangalore Ru...",080 - 27623364,CSEB
2302,Dream World School,Kappagal Road...,"08392 254052 , 257183",CSEB
2303,Gurukul Concept School,"#216/3 & 4, Talur Road...","0839 2656594 , 6637959",CSEB
2304,Jawahar Navodaya Vidyalaya,Chikajogihalli Kudligi Tq...,"08391 69237 , 69237",CSEB
2305,Jindal Vidya Mandir,"Jindal Vidya Nagar Steel Limited Township, Vi...","08395 240374 , 08395-240212",CSEB
2306,JSS Public School,Huvinahadagali...,"011 08399 241122 , 011-20052515",CSEB
2307,"Kendriya Vidyalaya, Cowl Bazaar","Cowl Bazaar, Bandihatti Road,
Ballari - 5831...","08392 - 240837, 240909",CSEB
2308,"Kendriya Vidyalaya, Donimalai","Donimalai Township Post
     Sandur , Bella...",08395-274604,CSEB
2309,"Kendriya Vidyalaya, Hospet","T. B. Dam, Hospet, 583225, Bellary, Karnataka...","08394 739587, 08394-259587",CSEB
2310,Mundlur Gangappa Memorial School,Mgm School Court Road...,"0821 08392230115 , 28562544",CSEB
2311,Nandy School,Infantry Road Bellary Cantonement...,"08392 40201 , 40095",CSEB
2312,Narayana E-techno School,"Near Thirumala Hosptal,
Sonthalingala Colony...","08392-258849,",CSEB
2313,Rashtrotthana Vidya Kendra,"Kudligi Road, Ramanagara, Hagaribommanahalli...",08397-238354,CSEB
2314,Sandur Res. Composite JR College,Shivapur Shivpur...,"08395 60246 , 60319",CSEB
2315,Satyam International School and PU College,"After 2nd Canal, Kappagal village Road...",08392257026,CSEB
2316,Sri M.y.ghorpade English Medium Higher Primary School,"Ramanagara, Kudlagi Road, Hagaribommanahalli-...",08397-238668,CSEB
2317,Srikari Public School,"Opposite-Lotus Saibaba Temple, Hampi Road, An...",08394-320491,CSEB
2318,T.M.A.E Society Dav Public School,Bellary Road...,"08394 265511 , 717487",CSEB
2319,Air Force School,Air Force Station...,"08482 26281 , 28187",CSEB
2320,Deepalaya School,"Santhpur Post, Aurad...",08485-287638,CSEB
2321,Gnyana Sudha Vidyalaya,"Beside SBH Bank
Shivanagar (South)
Bidar, K...",+91-8482-228816,CSEB
2322,Guru Nanak Dev Public School,Near Nishan Saheb Guru Nanak Colony...,"08482 223883 , 228273",CSEB
2323,Guru Nanak Public School,Near Nehru Stadium Gurudwara Sri Nanak Jhira ...,"08482 25282 , 27921",CSEB
2324,Holy Shephard Higher Primary School,Bethany Bagh Behind Pwd Office Mangalpet...,"01262 08482240080 , 9416338657",CSEB
2325,Ideal Global School,"Karim Colony, Near Gadgimath...","0341 08481-252099 , 03412515679",CSEB
2326,Jawahar Navodaya Vidyalaya,Narayanapur P. O. Basavakalyan Taluk...,"08481 50278 , 30130",CSEB
2327,Karnataka Public School,Hyderabad Road...,"0848 225769 , 226078",CSEB
2328,Kendriya Vidyalaya,Air Force Station...,"08482 26327 , 26327",CSEB
2329,Noor International Public School,"Noor Colony, Near Horticulture Centre, Haldke...",0848 2221297,CSEB
2330,Patriswamy International Public School,"Patriswamy International Public School, Aurad...","080 0842-226004 , 28562544",CSEB
2331,Shakuntala Patil Residential School,Sindankera Cross Mh 9 Humnabad...,0483 270377,CSEB
2332,Shree Basaveshwar Public School,"Ratha Maidan Road, Basavakalyan...",08481250492,CSEB
2333,Sjsbv Trust Public School,"Basavateerth Matha Kallur Road, Humnabad...",9242622212,CSEB
2334,Sri Dattagiri Maharaj Public School,"Baswa Nagar Colony, B. V. B College Road...",08482 229840,CSEB
2335,Sri Kalora Lingeshwar English Medium School,N. H. #9...,08483270015,CSEB
2336,Sri Siddharoodh Public School,Sri Siddharoodh Math Manhalli Road...,"08482 235012 , 9886945919",CSEB
2337,The Manik Public School,Manik Nagar Humnabad Tq...,"08483 203257 , 70061 270061",CSEB
2338,Government Boys Higher Secondary School,Bijapur...,,CSEB
2339,Government Model School,"Manjhi Gudd, Block &...",9406286090,CSEB
2340,Government Model School,"Melasnau, Block & Tehsil-Bhairamgarh...","9424293146 , 9754897180",CSEB
2341,M.C.S Public School,"#39/3, Galipura, Kasaba Hobli, Somavarpettown...","0120 08226-223248 , 01202753444",CSEB
2342,Manasa Vidyalaya,"Madahalli Road, Gundlupet-571111...",9740662455,CSEB
2343,Seva Bharathi English Medium Higher Primary School,Court Road...,08226 - 222394,CSEB
2344,Aradhana Higher Primary School,"Kodi Camp, Tarikere, Chikamagalur District...",08261223466,CSEB
2345,Jawahar Navodaya Vidyalaya,Balehonnur C. R. S. Post Koppa Taluk Chikmaga...,"08266 50604 , 50744",CSEB
2346,Kendriya Vidyalaya,"P. O. Kudremukh, District Chickmagalur, Karna...","08263 254185 , 255199, 8762278845",CSEB
2347,M.E.S. School,"M. E. S. School Mudigere, Chikamagalur Distri...",08263221300,CSEB
2348,Maharishi Vidya Mandir,Tegur Village & Post Chickmagalur...,"08262 224063 , 602322",CSEB
2349,Malanadu Vidya Samasthe (r),"N. H. 206, Tarikere...","01262 08261691949 , 9416338657",CSEB
2350,Mountain View Public School,"Vidyanagar, Chikmagalur, Karnataka State...",08262223140,CSEB
2351,Sri Sai Angels School,"Sirgapura, Malalur, Chikmagalur, Chikkamagalu...",,CSEB
2352,Sri Sathya Sai Divya Jyothi Vidya Kendra,"Sringeri Road, Jayapura, Jayapura Post, Koppa...",08265245524,CSEB
2353,St. Nobert School,"Sringeri Road, Herekere, Post Box #61, Koppa,...","08284 08265 223375, 223475 , 28562544",CSEB
2354,The Summit,"Saganipura Road, Khb Extension...",08262 210300,CSEB
2355,Vokkaligara Sangha School,"Water Tank Road, Mudigere-577 132, Chickmagal...","080-08263-221573, 28562544",CSEB
2356,Ganga Central School,Sri Siddanayaka Circle...,09242646813,CSEB
2357,Indian International School,"Near Challakere Tollgate, NH-4 & D...",08194235252,CSEB
2358,Jawahar Navodaya Vidyalaya,Uduvalli Post Hiriyur Taluk...,"08193 27218 , 43640",CSEB
2359,Jet Rural Education Centre,"Gollahalli, Yaraballi Post, Hiriyur Tq...",08193259937,CSEB
2360,Sandeepani International Residential School,"Talikatte Post, Holalkere Taluq, Chithradurga...",080-28486827,CSEB
2361,Sjm Residential School,Shibara Village M. K. Hatti...,"0491 08194-220044 , 644862",CSEB
2362,Vagdevi International Residential School,NH-13 Holalkere...,9980760626,CSEB
2363,Chinmaya English Primary School,"Mayuri Estate, Nagashetty Koppa...","08284 0836-2353351 , 28562544",CSEB
2364,J.k.international School,"154, R. S. #177, Keshwapur ( Gopanakoppa ), H...",08362353160,CSEB
2365,J.S.S Shri Manjunatheshwara Central School,J. S. S. Shri Manjunatheshwara Central School...,2205055,CSEB
2366,Jawahar Navodaya Vidyalaya,Kyarakoppa Road...,"0836 778326 , 774710",CSEB
2367,JSS Public School,"Kelageri Campus, Near Tapowana Nagar...","0482 0836 2774486 , 01242379991",CSEB
2368,K E Boards Higher Pri School,Station Road Malmaddi...,0836-2440674,CSEB
2369,K L E Society's M.r. Sakhare English Medium Shcool.,"Vidyanagar, Hubli...","080 2372080 , 2377256 28562544",CSEB
2370,K.l.e School,"Kiadb Land, Rayapur...",(0836) 2441971,CSEB
2371,K.l.e. Society's English Medium School,"Manjunathnagar, Gokul Road, Hulbi-30...","080 0836-2335055 , 28562544",CSEB
2372,Kendriya Vidyalaya,Opposite Someshwar Temple Saraswatpur Post...,"0836 2440110 , 2468165",CSEB
2373,Kendriya Vidyalaya No.1,Raj Nagar Hubli...,"0831 352434 , 3440503",CSEB
2374,Kendriya Vidyalaya No.2,"Gadag Road, Vinobha Nagar, Hubli...","0836 265184 , 362919",CSEB
2375,Rajiv Gandhi Vidyalaya,"Dakshina Bharath Hindi Parchar Sabha, D. C. C...",0836-2747763,CSEB
2376,Rashtrotthana Vidya Kendra,Residential School Neerakalakatti Bailahongal...,"0836 5560529 , 033-2542-2472",CSEB
2377,S.r. Bommai Rotary Public School,"Priyadarshini Colony, Gokul Road, Hubli...","08284 0836 - 2228254 , 28562544",CSEB
2378,Shri Manjunatheshwara Central School,Vidyagiri...,"0836 2462005 , 2461184",CSEB
2379,SMT. Drakshayani Kalyanshettar Public School,"R. S. #179/1 A/2, Shakti Colony, Adyapak Naga...","01493 0836-2355203 , 519757-59",CSEB
2380,Smt. Leelavati R. Charantimath Public School,Charantimath Gardens...,0836 2743302,CSEB
2381,St. Antony's Public School,Siddeshwar Park Vidyanagar Hubli...,"08151 374079 , 6662548",CSEB
2382,The Aditya Birla Public School,Kumarapatnam Ranebennur Tq Dharwar District (...,"08192 42171-1 , 42871-5 43710",CSEB
2383,Bala Vinayaka Vidyaniketan,Sambhapur Road...,"08372 250074 , 09480343610",CSEB
2384,Gadag Public School,Gadag Public Schoolkkarnataka...,"08372-23007, 218033",CSEB
2385,J. Tontadarya Primary School,"Head Master, Jt Cbse School Gajendragad...",08381262200,CSEB
2386,Jagadguru Tontadarya Residential School,Mundarqi...,"08371 262695 , 232446",CSEB
2387,Jawahar Navodaya Vidyalaya,Mundargi Godag...,"08371 42477 , 63316",CSEB
2388,K.L.E Society's Primary School,J. T. College Campus...,08372 - 232615,CSEB
2389,School Chandan,"Laxmeshwar, Shirahatti Taluq...",08487-273160,CSEB
2390,Sri Jagadguru Tontadarya Vidyapeeth School,Gadag...,08372236933,CSEB
2391,Sri Rajeshwari Vidayaniketan,Hulkoti Gadag Tk. Tal. &...,"08372 89057 , 89457 89157",CSEB
2392,Aryan English Medium School,"Survey #34/a Kotonoor ( D ), Idga Maidan, Nag...","0486 08472-270225 , 241465",CSEB
2393,Chandrakant Patil Eng Med School,Gulbarga...,"08472 247946, , 47772 08472-247789",CSEB
2394,DAV Public School,A. C. C Colony Wadi P. O...,"08476 62314 , 62684",CSEB
2395,Jawahar Navodaya Vidyalaya,Hothpet P. O. Shahapur Tq...,"08479 42051 , 42332",CSEB
2396,Kenbridge School,Opposite Nrupatunga Colony Shahabad Road...,08472231447,CSEB
2397,Kendriya Vidyalaya,Kotnoor...,"08472 222838 , 223838",CSEB
2398,SamataLok Shikshan Samiti,"Viveke Vardhini Public School, Koralli Cross,...",08472 273069,CSEB
2399,Sparkles International School,"Beside Luqman College of Pharmacy, Old Jewarg...","0847222411,  224411",CSEB
2400,Sri Puranmal Shrenikraj Dhoka Jain School,"Balaji Nagar, Yadgir...","08473 651106 , 3391",CSEB
2401,Sri Renuka Fondation School,"Havalaga, Afzalapur-Talukdistrict...",08470290098,CSEB
2402,Sri Veerendra Patil Public School,"Near Bus Stand, Chincholi...","08475 273203 , 28562544",CSEB
2403,Swaminarayan International School,"Near Airport, P. O. Hagarga...",,CSEB
2404,The Aditya Birla Public School,Aditya Nagar Malkhed Road...,"08441 288213 , 66166 09844890026",CSEB
2405,Vasavadatta Vidya Vihar,Lakshmi Narayan Nagar Sedam...,"08441 76005 , 76389",CSEB
2406,Vidya Mandir School,"Nrupatunga College Campus, Sedam...","01262 08441 -276153, 206070 , 09448830433",CSEB
2407,Christ School,"Dental College Road, Vidyanagar...","08284 08172 245225 , 28562544",CSEB
2408,CKS English School,B. M. Road...,"0120 08172232732 , 2758565",CSEB
2409,Gurukula International School,"Near Gavimutt, B. H. Roa, Arsikere...",08174 320510,CSEB
2410,Hassan Public School,"Ca #8, Housing Board Colony, Sathyamangala...",08172-231222,CSEB
2411,HKS International School,"Kenchattahally, Kasaba Hobli, Hasan-Karnataka...",08172-240180,CSEB
2412,Jawahar Navodaya Vidyalaya,"Mavinakere, Holenarasipura, Hassan, Karnataka...",08175 265429,CSEB
2413,Jnanasagara International Public School,"Nagasamudra Road, Channarayapatna...",08176-252077,CSEB
2414,JSS Public School,"NH-48, Bage, Balupet-P. O. Sakdeshpur...","07182 230899, 09 , 07182-236457",CSEB
2415,Kendriya Vidyalaya,Arsikere Road B. Katihally...,"08172 67581 , 40909",CSEB
2416,Nethaji Public School,Vidyanagar Ashoka Roadkaranataka...,"08172 260918 , 08172-269068",CSEB
2417,Poornachandra Public School,Kuvempu Nagar Channarayapatna...,08176255088,CSEB
2418,"Cambridge Public School, Ranebennur","Mruthyunjaya nagar 4th cross Ranebennur, Karn...",08373 268999,CSEB
2419,Education Asia International Residential Karur Public School,"Beside NH-4, 
Near Makanur Cross/Chalegere T...",,CSEB
2420,Jawahar Navodaya Vidyalaya,Viraktamath Premises Hangal...,"0836 873075 , 251490",CSEB
2421,K L E Society's English Medium School,Convent School Ijasi Lakamapur Roadkarntaka...,08375 236915,CSEB
2422,National Public School,"Near Venkateshwara Temple, Chowdeshwari Nagar...","08284 08373-261182 , 28562544",CSEB
2423,Nittur Central School,"#151, Magod Road Ranebennur...",0873 - 290616,CSEB
2424,OM National Public School,"Near St. Jit College, P. B. Road, Ranebennur...","08373260590 , 2758565",CSEB
2425,Sri Taralbalu School,Shantidhama Hirekerur ( District )...,08376-283512,CSEB
2426,Ankur Primary School,"Halethaluk Napoklu, South...",08272 - 263634,CSEB
2427,Appa Public School,"Appa Lake View Campus,
Sharan Nagr, Kalabura...",08472-230255,CSEB
2428,Bhartiya Vidya Bhawan Kodagu Vidyalaya,Post Box #43 Siddapura Road Madikeri...,"08272 225920 , 224629 09424260389",CSEB
2429,Jawahar Navodaya Vidyalaya,Gali Beedu P. O. Madikeri Taluk...,"08272 28815 , 25305",CSEB
2430,Jnanaganga Residential School,"Panchavati, Attur, Harangi, Rehebilition Area...","08276 277320 , 02938222399",CSEB
2431,Kendriya Vidyalaya,"Kodagu, Government Junior College Campus, Mad...",08272 224200,CSEB
2432,National Academy School,"Athoor, Pollibetta, Gonigoppal-571213...",08274248748,CSEB
2433,S M S Academy of Central Education,"Sri Aramery Kalanchery Math, Aramery Villege,...","0751 08274-200025 , 0751-4033202",CSEB
2434,Sainik School,"Op Kudige, Somwarpet Taluk, District T, - 571...",08276 278961,CSEB
2435,The ALG Crescent School,Mahadevpet Madikeri...,"0471 29678 , 2355",CSEB
2436,Dolphin's Public School,"Near Poojamma Temple, Nallimaradahalli Road, ...",08158 254549,CSEB
2437,Jain Global School,"Jain Global School #179/899, Indra Nagar, Ban...",08153-290100,CSEB
2438,Jain Public School,"No. Kavalagana Halli, Chintamani Taluk, Chikk...",8553015671,CSEB
2439,Jawahar Navodaya Vidyalaya,Yenigadale P. O. Chintamani Taluk...,"08154 56054 , 56054",CSEB
2440,JSS Public School,Malur T. T. Mysore...,"08151 33101 , 6662548",CSEB
2441,Kendriya Vidyalaya,Beml Nagar K. G. F...,"08153 63269 , 63281 3413860",CSEB
2442,Leaders International School,"Raymond Factory Bypass Road, Gundapura, Chikk...",08155 292174,CSEB
2443,Novle School,"#34 Daruzehra Road, Alipur, Gauribidanur Talu...","08155 289354 , 0821-2411004",CSEB
2444,R L Jallapa Central School,Tamaka Kolar Taluk...,"08152 221577 , 223155 222637",CSEB
2445,Rockvalley International School,K. N. S Post Bangarpet Road Near Sanitorium...,08152 210684,CSEB
2446,Sri B.V.N. Central Public School,"Sri B. V. N. Central Public School, Rajiv Gan...","08284 08153-266224 , 28562544",CSEB
2447,Sri Satyasai Vidya Kendra,Satyasai Grama Muddenahallip. O...,"080 23540854 , 84322",CSEB
2448,Sri Sharada Public School,"#271, t. p Kailasam Road, R. t Nagar ( adjace...","08284 08150-213596 , 28562544, 3262499",CSEB
2449,The Jain International School,"Next to S N Resorts, Kolar Road, Bangarpet, K...",,CSEB
2450,Jawahar Navodaya Vidyalaya,Kuknoor Yelburga Tq...,"08534 88444 , 88444",CSEB
2451,Kendriya Vidyalaya,Government Model Higher Primary School Campus...,"08539 230006 , 09448435109",CSEB
2452,Saint Paul's English School,"3rd Stage, Jayanagar, Gangavathi-583227...",09448777864,CSEB
2453,Sri Vidya Niketan Public School,"Kotaih Camp Road, Sriramnagar, Gangavathi Tal...","08533-276688, 276788",CSEB
2454,Aishwarya International Public School,"B. M. Road, Near T. B. Circle, H. K. V. Nagar...",08232-213499,CSEB
2455,Chinmaya Vidyalaya,"Uramara Kasalagere, Kothathi Hobli, Mandya Ta...",08232 291234,CSEB
2456,Concorde International School,"Opposite Sanjo Hospital, Bangalore-Mysore Roa...",9482430093,CSEB
2457,Ellen School,"T. B Extension, Nagamangla-571432 State...","080 08234-286417 , 0807626801",CSEB
2458,Green Valley Central School,Jakkana Kuppe Village...,263789,CSEB
2459,Jawahar Navodaya Vidyalaya,Shivaragudda P. O...,"08232 36263 , 36020",CSEB
2460,Jnana Bandhu Vidyalaya,"Devegowdana Koppal, Pandavapura Taluk...",9342919320,CSEB
2461,Laxmidevamma Kavalappa Reddy Eng Med Higher Primary School,V. C. Colony Pandavapura...,01275 05946 -234634,CSEB
2462,Maharshi Valmiki Central School,"#290/290, Channappana Doddi, Guthaluhamlet, B...","00971 08232219740 , 2281041",CSEB
2463,Montfort Vidyasagar,"P. O. Belagola, Srirangapatna Tk...",08236-257625,CSEB
2464,Bala Yesu Vidyalaya High School,Vidyanagar...,"08284 08532-240350, 241879 , 28562544",CSEB
2465,Education Asia International School,Survey #937/b Bolamandoddi Road...,08532240453,CSEB
2466,Jawahar Navodaya Vidyalaya,Post Mudgal...,"08537 80860 , 824679363",CSEB
2467,Jnanavahini Residential Vidyasamsthe,"Kavital Post, Manvi Taluk...",7259020339,CSEB
2468,Kendriya Vidyalaya,Ashapur Road...,"080 26345959 , 26644686",CSEB
2469,Montessori Public School,"Raichur Road, Sindhanur. Raichur District...",08535220415,CSEB
2470,Navodaya Central School,"Navodaya Nagar, Manthralayam Road...",08532-223368,CSEB
2471,Patil Bayyapur Amaregowda Central School,"Bangalore By-Pass Road, Lingasugur...",08537-258628,CSEB
2472,Pyari Bai Sampathraj Kothari School,I. B. Road I. B. Road...,08532 223129,CSEB
2473,Race Concept School,Maliabad Road...,08532240884,CSEB
2474,Sri Sanjeev Public School,"Gulbarga Road, Lingasugur, 584122...","08284 08537 258222 , 28562544",CSEB
2475,Vidya Bharati English Medium Primary School,"Near Rampur Railway Level Crossing, Sri Ram N...",08532-220262,CSEB
2476,Xavier School,Xavier School Loyola Nagar Post Box #8 Manvi ...,"08538-221856,221857",CSEB
2477,B G S Central School,Karehalli...,08282291177,CSEB
2478,Bharatiya Vidya Bhavan Dr.d.krishnamurthy & Smt. D.shakuntalamma Memorial School,Vidyanagara...,"08182 241241,242242",CSEB
2479,Cambridge International Public School,"Ca 2/2, Kallahalli, 2nd Stage, Vinobanagara, ...","08182 249657 , 28562544",CSEB
2480,Hongirana School of Excellence,"Hongirana Institutions
Amatekoppa,
Heggodu,...",08183 295640,CSEB
2481,Janadeepa School,10 Km Shimoga Holehnnur Road B Beernahalli Cr...,"08282 292018 , 08182-240223",CSEB
2482,Jawahar Navodaya Vidyalaya,Gajanur Post...,"08182 34250 , 34243 34243",CSEB
2483,Kendriya Vidyalaya,"Shivamogga, Ragigudda, Navule Post, Shivamogg...","08182 295700 , 09241743252",CSEB
2484,Kumadvathi Residential Central School,"Shivamogga Road, Shikaripur...",08187-222067,CSEB
2485,Mandara Jnanadayini School,Anupinakatte Road Gopasetty Koppa...,"08182 226608 , 224169",CSEB
2486,National Public School,"5th Cross, Sheshadripuram, Shimoga...","8182-223225, 640099",CSEB
2487,P.E.S. Public School,"NH-206, Sagar Road, Shimoga, Karnataka - 5772...","08182 640818, 640800",CSEB
2488,Rukmini Pusalkar Vidyalaya,"Oxfd Residental School, Bb Street, Anavatti, ...",08184 - 267207,CSEB
2489,Sree Channamallikarjuna C.B.S.E School,Shikari Pura-577427...,"01285 0817222758 , 220187",CSEB
2490,St. Joseph's School,"Gandhi Nagar, Bhadravathi...","0839 08312404040 , 6637959",CSEB
2491,Vasavi Vidayalaya,Kote Road...,08182223979,CSEB
2492,HMS Public School,H. M. S Complex Kesramadu Post N. H. 4 Mancha...,"0816  2214304, 2214309, 2214313",CSEB
2493,J K Memorial Central School,"Ravindra Bharti Vidhya Samsthe, Kamenahalli�...",08138-232757,CSEB
2494,Jain Public School,"NH-4, Service Road, Oorkere...",8553015671,CSEB
2495,Jawahar Navodaya Vidyalaya,Gollahalli Urdigere Post...,"0816 63216 , 63316",CSEB
2496,Kalpataru Central School,Vidya Nagar Bh Road Tiptur...,"08134 253504 , 09008647062",CSEB
2497,Kendriya Vidyalaya,Amalapura Arakere Post...,"0816 271966 , 362919",CSEB
2498,Maruthi Public School,Abhayapuri Malekote...,"0816 2200988 , 2200050 564016526",CSEB
2499,Maruthi Vidya Kendra,4 1/2 Km Bela Gumba Village Tumkar...,"0816 2272175 , 2283464",CSEB
2500,Prudence International Residential School,"Kodigenahalli Road, Pemmanahalli, Hirehalli...","0341 08162243726 , 82305",CSEB
2501,Shree Basaveshwara Primary School,"Exhibition Premises, Sree Siddaganga Math, Tu...",0816282411,CSEB
2502,Sri Chaitanya Techno School,Kyathsandra...,9663733995,CSEB
2503,Sri Rajarajeshwari Public School,"Tumkur, Karnataka - 572101...",0141  2785487,CSEB
2504,Sri Sai Shiksha Niketan School,"Sri Sharada Devi Nagara, 2nd Stage, Sri Sai B...",0816-2255666,CSEB
2505,St. Marys School,"Behind A. P. M. C. Yard, Batawadi3...","080 08162283520 , 28562544",CSEB
2506,T V S School,Opposite H. M. T. Main Gate...,"0816 280531 , 280525",CSEB
2507,Vidyavaridhi International School,"Suvarnamukhi Campus, Ballakatte, Huliyar...","0484 08133321404 , 02522-230162",CSEB
